,note length,pitch
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,-1.0,-4.0
5,0.0,2.0
6,0.0,1.0
7,0.4,1.0
8,0.6,-4.0
9,-0.4,-1.0
10,-1.0,0.0
11,-1.0,2.0
12,1.4,1.0
13,0.6,0.0
14,-0.4,0.0
15,-0.8,0.0
16,0.0,0.0
17,-0.6,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.4,-1.0
24,-1.0,1.0
25,1.4,2.0
26,0.0,-4.0
27,0.4,-3.0
28,-1.6,-4.0
29,0.0,1.0
30,1.6,10.0
31,-2.8,-1.0
32,0.8,1.0
33,-1.0,-1.0
34,1.8,1.0
35,-1.6,-1.0
36,0.0,1.0
37,1.2,1.0
38,-0.8,-1.0
39,0.0,1.0
40,0.0,-1.0
41,0.0,-1.0
42,0.0,1.0
43,0.0,-1.0
44,0.0,1.0
45,0.4,1.0
46,-0.6,-1.0
47,0.0,1.0
48,-1.0,-1.0
49,0.8,-1.0
50,0.4,1.0
51,-0.6,-1.0
52,0.0,1.0
53,0.0,1.0
54,0.0,-1.0
55,0.0,1.0
56,0.0,-1.0
57,0.0,-1.0
58,0.0,1.0
59,0.0,-1.0
60,-1.0,3.0
61,0.8,-1.0
62,0.0,-1.0
63,0.0,1.0
64,0.4,-1.0
65,-0.6,-1.0
66,0.0,1.0
67,0.0,-1.0
68,0.0,1.0
69,0.4,1.0
70,-0.6,-1.0
71,0.0,1.0
72,-1.0,-1.0
73,0.8,-1.0
74,-1.0,1.0
75,0.8,-1.0
76,0.0,1.0
77,0.0,1.0
78,0.4,-1.0
79,-1.6,-1.0
80,0.0,-1.0
81,0.0,-2.0
82,1.8,-3.0
83,0.0,2.0
84,0.0,5.0
85,-1.6,-5.0
86,0.0,1.0
87,0.0,-1.0
88,0.4,-2.0
89,0.0,-3.0
90,0.0,-1.0
91,0.0,7.0
92,0.0,-1.0
93,0.0,-2.0
94,0.0,-3.0
95,0.8,-2.0
96,0.0,2.0
97,0.4,3.0
98,-1.6,2.0
99,0.0,1.0
100,0.0,-1.0
101,0.0,-2.0
102,0.0,-3.0
103,0.8,-2.0
104,-1.0,8.0
105,0.0,-1.0
106,0.0,-2.0
107,0.0,-3.0
108,0.8,-2.0
109,0.0,2.0
110,-1.0,5.0
111,0.8,1.0
112,-1.0,-1.0
113,0.0,-1.0
114,-1.0,2.0
115,0.8,1.0
116,0.0,3.0
117,0.4,3.0
118,-1.6,-1.0
119,0.8,1.0
120,0.0,-1.0
121,0.0,-2.0
122,0.4,-2.0
123,-0.6,1.0
124,0.0,1.0
125,0.0,-2.0
126,-1.0,1.0
127,0.8,1.0
128,0.0,-4.0
129,0.0,-1.0
130,0.4,-2.0
131,-0.6,-2.0
132,1.8,2.0
133,-1.0,4.0
134,-1.0,2.0
135,0.8,1.0
136,-1.6,-1.0
137,0.0,1.0
138,0.0,-1.0
139,1.8,1.0
140,-2.4,-1.0
141,0.0,1.0
142,0.8,-1.0
143,0.8,1.0
144,-2.0,-1.0
145,0.8,1.0
146,-0.6,-1.0
147,1.4,1.0
148,-1.6,-1.0
149,0.0,1.0
150,0.0,-1.0
151,0.8,1.0
152,-0.6,-1.0
153,0.0,1.0
154,0.0,-1.0
155,0.4,1.0
156,-0.6,-1.0
157,-1.0,1.0
158,0.8,-1.0
159,0.0,1.0
160,0.0,-1.0
161,0.0,1.0
162,0.0,-1.0
163,0.6,1.0
164,-1.4,-1.0
165,0.0,1.0
166,0.4,-1.0
167,0.6,1.0
168,-1.4,-1.0
169,0.0,1.0
170,0.4,-1.0
171,0.6,1.0
172,-1.4,-1.0
173,0.0,1.0
174,0.4,-1.0
175,0.6,1.0
176,-1.4,-1.0
177,0.0,1.0
178,0.4,-1.0
179,0.4,1.0
180,-1.6,-1.0
181,0.0,1.0
182,0.8,-1.0
183,1.0,1.0
184,-1.8,-1.0
185,0.0,1.0
186,0.0,-1.0
187,1.4,1.0
188,-1.6,-1.0
189,0.0,1.0
190,0.4,-1.0
191,0.6,1.0
192,-1.4,-1.0
193,0.0,1.0
194,0.4,-1.0
195,0.4,1.0
196,-0.6,-1.0
197,-1.0,1.0
198,0.8,-1.0
199,0.8,1.0
200,-1.0,-1.0
201,0.0,1.0
202,0.0,0.0
203,0.0,0.0
204,0.0,-2.0
205,0.0,1.0
206,0.0,1.0
207,0.0,-2.0
208,0.0,1.0
209,0.0,1.0
210,0.0,-2.0
211,-1.0,1.0
212,1.4,1.0
213,-0.6,-4.0
214,1.4,-3.0
215,-1.0,0.0
216,-1.6,-1.0
217,0.8,-1.0
218,0.0,9.0
219,0.8,2.0
220,2.8,3.0
221,-3.0,-3.0
222,0.0,-2.0
223,0.0,-3.0
224,-1.0,-1.0
225,0.0,1.0
226,0.0,-1.0
227,0.8,1.0
228,-1.0,1.0
229,0.4,1.0
230,-0.6,6.0
231,1.4,4.0
232,-0.6,-2.0
233,0.2,0.0
234,-0.6,-2.0
235,0.2,0.0
236,-0.6,-1.0
237,0.8,0.0
238,-0.8,0.0
239,-0.6,-2.0
240,0.0,-2.0
241,-1.0,1.0
242,0.8,-4.0
243,-1.0,1.0
244,1.8,2.0
245,-1.0,-3.0
246,0.0,1.0
247,0.0,2.0
248,0.0,2.0
249,0.4,1.0
250,-0.2,-1.0
251,-0.4,1.0
252,0.0,-1.0
253,0.0,1.0
254,-1.0,-1.0
255,0.8,-2.0
256,0.4,-2.0
257,-0.6,1.0
258,0.0,1.0
259,0.0,-2.0
260,-1.0,1.0
261,0.8,1.0
262,0.0,-4.0
263,0.4,-1.0
264,0.4,-2.0
265,-0.6,2.0
266,-1.6,-1.0
267,0.0,1.0
268,0.8,-4.0
269,0.0,5.0
270,-1.0,-4.0
271,0.8,1.0
272,-1.0,-3.0
273,1.4,3.0
274,-1.0,-1.0
275,1.8,1.0
276,-1.4,-1.0
277,1.2,1.0
278,-1.4,-3.0
279,0.0,8.0
280,-0.8,-1.0
281,0.0,0.0
